Selection Name,Provider,Start Time,Course,Market Type,Price,Min Price,Max Price,Stake,Race Date,ComboLabel,ComboRank,ComboProviders,ComboSize,ComboScore
Advertorial,aveplace,13:35,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Cardinal Point,LOSS-CLASS|F18aveplace3,13:35,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Cardinal Point,HI-AVG|F18aveplace4,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Cardinal Point,LOSS-CLASS|F18aveplace4,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Cardinal Point,HI-AVG|F18aveplace4,13:35,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Cardinal Point,LOSS-CLASS|F18aveplace4,13:35,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Advertorial,LOSS-CLASS|O12aveplace4,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Advertorial,LOSS-CLASS|O12aveplace4,13:35,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Filligris,YNG-REG|O18aveplace4,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Filligris,YNG-REG|O18aveplace4,13:35,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Filligris,aveplace,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Advertorial,aveplace,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Cardinal Point,HI-AVG|F18aveplace3,13:35,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Rolling Luck,aveplace,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Letsbeatsepsis,HI-AVG|aveplace,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Rolling Luck,HI-AVG|aveplace,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Rolling Luck,LOSS-CLASS|aveplace,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Advertorial,LOSS-CLASS|aveplace,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Filligris,YNG-REG|aveplace,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Filligris,YNG-REG|aveplace,13:35,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Filligris,YNG-REG|18aveplace1,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Filligris,YNG-REG|18aveplace4,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Filligris,YNG-REG|18aveplace3,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Filligris,YNG-REG|18aveplace2,13:35,Lingfield,Place (2),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Filligris,YNG-REG|18aveplace1,13:35,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Letsbeatsepsis,aveplace,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Advertorial,LOSS-CLASS|aveplace,13:35,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Cardinal Point,LOSS-CLASS|F18aveplace3,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Cardinal Point,LOSS-CLASS|F18aveplace2,13:35,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Letsbeatsepsis,F18aveplace4,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Cardinal Point,F18aveplace2,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Cardinal Point,F18aveplace4,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Advertorial,O12aveplace4,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Filligris,O18aveplace4,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Filligris,YNG-REG|O18aveplace4,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Advertorial,LOSS-CLASS|O12aveplace4,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Cardinal Point,LOSS-CLASS|F18aveplace4,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Cardinal Point,HI-AVG|F18aveplace4,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Cardinal Point,LOSS-CLASS|F18aveplace2,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Cardinal Point,HI-AVG|F18aveplace2,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Cardinal Point,HI-AVG|F18aveplace3,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Letsbeatsepsis,HI-AVG|F18aveplace4,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Letsbeatsepsis,AllTime_2_Place4,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Advertorial,6Months_6_Place4,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Filligris,6Months_6_Place4,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Rolling Luck,HI-AVG|aveplace,13:35,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Letsbeatsepsis,HI-AVG|F18aveplace3,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Letsbeatsepsis,HI-AVG|F18aveplace3,13:35,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Letsbeatsepsis,HI-AVG|F18aveplace4,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Letsbeatsepsis,HI-AVG|F18aveplace4,13:35,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Cardinal Point,HI-AVG|F18aveplace2,13:35,Lingfield,Place (2),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Cardinal Point,LOSS-CLASS|F18aveplace2,13:35,Lingfield,Place (2),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Cardinal Point,HI-AVG|F18aveplace2,13:35,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Letsbeatsepsis,AllTime_2_Place3,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Letsbeatsepsis,F18aveplace3,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Advertorial,LOSS-CLASS|18aveplace1,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Advertorial,LOSS-CLASS|12aveplace3,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Letsbeatsepsis,HI-AVG|AllTime_2_Place4,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Letsbeatsepsis,HI-AVG|AllTime_2_Place3,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Filligris,YNG-REG|aveplace,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Filligris,YNG-REG|18aveplace1,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Advertorial,LOSS-CLASS|aveplace,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Advertorial,LOSS-CLASS|18aveplace1,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Rolling Luck,LOSS-CLASS|aveplace,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Rolling Luck,HI-AVG|aveplace,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Rolling Luck,LOSS-CLASS|18aveplace1,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Rolling Luck,HI-AVG|18aveplace1,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Letsbeatsepsis,HI-AVG|aveplace,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Advertorial,LOSS-CLASS|6Months_6_Place4,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Letsbeatsepsis,HI-AVG|18aveplace1,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Letsbeatsepsis,HI-AVG|18aveplace1,13:35,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Letsbeatsepsis,HI-AVG|18aveplace2,13:35,Lingfield,Place (2),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Letsbeatsepsis,HI-AVG|18aveplace3,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Letsbeatsepsis,HI-AVG|18aveplace1,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Letsbeatsepsis,HI-AVG|aveplace,13:35,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Rolling Luck,HI-AVG|18aveplace1,13:35,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Rolling Luck,LOSS-CLASS|18aveplace1,13:35,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Rolling Luck,HI-AVG|18aveplace2,13:35,Lingfield,Place (2),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Rolling Luck,LOSS-CLASS|18aveplace2,13:35,Lingfield,Place (2),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Rolling Luck,HI-AVG|18aveplace1,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Rolling Luck,LOSS-CLASS|18aveplace1,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Advertorial,LOSS-CLASS|18aveplace1,13:35,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Advertorial,LOSS-CLASS|12aveplace4,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Filligris,YNG-REG|6Months_6_Place4,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Filligris,18aveplace1,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Advertorial,LOSS-CLASS|18aveplace2,13:35,Lingfield,Place (2),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Letsbeatsepsis,18aveplace1,13:35,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Letsbeatsepsis,18aveplace2,13:35,Lingfield,Place (2),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Letsbeatsepsis,18aveplace3,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Letsbeatsepsis,18aveplace1,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Letsbeatsepsis,aveplace,13:35,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Rolling Luck,18aveplace1,13:35,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Rolling Luck,18aveplace2,13:35,Lingfield,Place (2),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Rolling Luck,18aveplace1,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Rolling Luck,aveplace,13:35,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Advertorial,18aveplace1,13:35,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Filligris,aveplace,13:35,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Advertorial,18aveplace2,13:35,Lingfield,Place (2),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Advertorial,12aveplace4,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Advertorial,18aveplace1,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Filligris,18aveplace1,13:35,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Letsbeatsepsis,HI-AVG|F18aveplace3,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Cardinal Point,HI-AVG|F18aveplace2,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Cardinal Point,LOSS-CLASS|F18aveplace2,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Cardinal Point,HI-AVG|F18aveplace3,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Cardinal Point,LOSS-CLASS|F18aveplace3,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Filligris,18aveplace2,13:35,Lingfield,Place (2),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Filligris,18aveplace3,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Filligris,18aveplace4,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Advertorial,12aveplace3,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Cardinal Point,F18aveplace2,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Rolling Luck,LOSS-CLASS|aveplace,13:35,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Cardinal Point,F18aveplace3,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Filligris,O18aveplace4,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Advertorial,O12aveplace4,13:35,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Advertorial,O12aveplace4,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Cardinal Point,F18aveplace4,13:35,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Cardinal Point,F18aveplace4,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Filligris,18aveplace1,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Advertorial,aveplace,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Advertorial,18aveplace1,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Rolling Luck,aveplace,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Rolling Luck,18aveplace1,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Filligris,O18aveplace4,13:35,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Letsbeatsepsis,18aveplace1,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Cardinal Point,F18aveplace3,13:35,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Letsbeatsepsis,aveplace,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Cardinal Point,F18aveplace2,13:35,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Letsbeatsepsis,F18aveplace3,13:35,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Letsbeatsepsis,F18aveplace3,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Letsbeatsepsis,F18aveplace4,13:35,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Filligris,aveplace,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Cardinal Point,F18aveplace3,13:35,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Letsbeatsepsis,F18aveplace4,13:35,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Cardinal Point,F18aveplace2,13:35,Lingfield,Place (2),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,LO-AVG|O18aveplace3,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,WIN-CLASS|O18aveplace3,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,LOSS-CLASS|O18aveplace3,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Motazzen,LOSS-CLASS|aveplace,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Emaculate Soldier,F18aveplace3,14:05,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Curran,6Months_5_Win,14:05,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Motazzen,AllTime_4_Win,14:05,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Emaculate Soldier,F18aveplace2,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,O18aveplace3,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,OLD-RED|O18aveplace3,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,LOSS-CLASS|O18aveplace2,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,OLD-RED|O18aveplace2,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,LO-AVG|O18aveplace2,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Motazzen,OLD-RED|aveplace,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Emaculate Soldier,F18aveplace3,14:05,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Emaculate Soldier,F18aveplace4,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Emaculate Soldier,F18aveplace4,14:05,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Emaculate Soldier,F18aveplace3,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Currumbin,AllTime_4_Win,14:05,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Currumbin,LOSS-CLASS|aveplace,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Emaculate Soldier,6Months_6_Win,14:05,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Currumbin,WIN-CLASS|aveplace,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Appier,OLD-RED|aveplace,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,WIN-CLASS|O18aveplace2,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Emaculate Soldier,F18aveplace2,14:05,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,LOSS-CLASS|18aveplace1,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,O18aveplace4,14:05,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,F18aveplace3,14:05,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,F18aveplace3,14:05,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,F18aveplace2,14:05,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,F18aveplace2,14:05,Lingfield,Place (2),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Curran,F18aveplace4,14:05,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Curran,F18aveplace4,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Appier,F18aveplace4,14:05,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Appier,F18aveplace4,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Appier,F18aveplace3,14:05,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Appier,F18aveplace3,14:05,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Appier,F18aveplace2,14:05,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Appier,F18aveplace2,14:05,Lingfield,Place (2),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Motazzen,O18aveplace4,14:05,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Motazzen,O18aveplace4,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Motazzen,O12aveplace3,14:05,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Motazzen,O12aveplace3,14:05,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Motazzen,O12aveplace2,14:05,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Motazzen,O12aveplace2,14:05,Lingfield,Place (2),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Curran,aveplace,14:05,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Curran,18aveplace1,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Curran,18aveplace4,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Curran,18aveplace3,14:05,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,O18aveplace2,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Curran,18aveplace1,14:05,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,O18aveplace4,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Emaculate Soldier,F18aveplace2,14:05,Lingfield,Place (2),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Curran,18aveplace2,14:05,Lingfield,Place (2),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,LO-AVG|18aveplace1,14:05,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Currumbin,aveplace,14:05,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,LOSS-CLASS|O18aveplace3,14:05,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,WIN-CLASS|O18aveplace3,14:05,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,LO-AVG|O18aveplace3,14:05,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,OLD-RED|O18aveplace3,14:05,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,LOSS-CLASS|O18aveplace2,14:05,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,LOSS-CLASS|aveplace,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,WIN-CLASS|aveplace,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,LO-AVG|aveplace,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,OLD-RED|aveplace,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Motazzen,LOSS-CLASS|12Months_5_Win,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,OLD-RED|aveplace,14:05,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,OLD-RED|O18aveplace3,14:05,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,LO-AVG|18Months_6_Win,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,LOSS-CLASS|18Months_6_Win,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Appier,18aveplace1,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Appier,18aveplace4,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Appier,18aveplace3,14:05,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Appier,18aveplace2,14:05,Lingfield,Place (2),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Curran,aveplace,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,aveplace,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Emaculate Soldier,aveplace,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,WIN-CLASS|O18aveplace2,14:05,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,LO-AVG|O18aveplace2,14:05,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,OLD-RED|O18aveplace2,14:05,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,WIN-CLASS|18Months_6_Win,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,LO-AVG|O18aveplace3,14:05,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,WIN-CLASS|O18aveplace3,14:05,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,LOSS-CLASS|O18aveplace3,14:05,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Currumbin,18aveplace1,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Currumbin,18aveplace4,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Currumbin,18aveplace3,14:05,Lingfield,Place (3),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Currumbin,18aveplace2,14:05,Lingfield,Place (2),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Currumbin,18aveplace1,14:05,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Appier,aveplace,14:05,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Motazzen,OLD-RED|12Months_5_Win,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,OLD-RED|18aveplace1,14:05,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,F18aveplace4,14:05,Lingfield,Place (4),1.0,1.0,1.0,1.0,2025-09-03,,,,,
Upepo,WIN-CLASS|18aveplace1,14:05,Lingfield,Win,1.0,1.0,1.0,1.0,2025-09-03,,,,,
